index_num,title,location,company,summary,salary,url
219,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCztLiNlbMUd1zlSAxNSBcOBo7Wolh8aj4zuarcdVyVjKO-NiG8DQEhvxIPKIXNrO-t6knDGv8XKgUugnV08S6LsttivGscStlCY8gy486CIUVeXi0p9ybek8-W7Ep0jAbZEgV1xI31DYN20IMgm0gKOOq4jBBQo_vg_a9FtWkq6iDSsvQdSrSxeemhpDzAJl1bAfJ-ug2O_VJlVsLrZdzHRP9-oesmC6TXZGFXtyROEGWhCUzd_m9ByaC3RpHdAANB1HJkXgV1-PQ4LyQPzRABqq71k-GULZWko006JXld32TqdTPNx-Wn7w==&p=10&fvj=1&vjs=3
229,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzuPK8xrPQa8VL6vqQHSVrzEptfnQYst2dq49QKRUJayrd33-fUjSkQQKiLlRQHH_cVkvRSTDVNQbOuMzFL1gpgf6AqUGlMkzafUYiro75TBRJzD6R4rDKDQz7qOGmO-JRpblSLyPjEhcOVz9ngZPq609EbrWtj2YlLdkigVtkgGT1TZleUz4ILNdokUi-Q0maj6Iu9eWnT7PnUi8-PGROaMbhIL7bYUup2oe1T3f5W49ngwerzC_07liLU8tsjL9IMJbgLuxkihO-Ikgw6RhH2a8DGN3scAL03ldInOaYxpEKJx29wXj1Eccxd2p7RorG&p=9&fvj=1&vjs=3
240,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzNu-zkj3boPT0Jws-rnRuiurNPCVwR4NrXLpd56dNOjtXOebqSlgEIBK8Q81-qt7oPxvVtgf9J-zNeSbk48KGhjRuiCqKpWSgwIQPkyqUtVqXeYlDUUxeIIzrSPJYB2b3PjHI9OG_MFrqeXn_Elu01yWQOVlnwiAJEb0E8bqTfsDVp9MmpKw80x8gF__qQqypUFgSHpEM6xdc4i6KnOp6qbUOD3roAL7lKL-SYtHhYu26lA0AJal7nT-MevyjC9wiGZl7krIpPA1mscvDYeRMEwH_Vsjb7a149tKWEr2yK72ybXt_POaa6tHMvomHYEEb&p=9&fvj=1&vjs=3
251,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz1JBlCFfFAuuhWKMhcWt0MAHzmFWbP4WOYijazs6AwBmudsipa_aydG-AwqAChq6YdX5NCFCnIRmJzPVBzu21C1BG236QwXA-eefqS1b0HCGifzKwu6OgjL7bm1FjlzfaUFtSfVFAbloQ3wpl8jy_pAI3tImtj52lKX2kqcapIj9_exvFXFk6yw4nHP04RdWaqtlfu1eX8WOFxDDEFaZR6ddC6I-zY4tU9iHi8wliBVOWYG-eA-Xw-Xcp-8Tf7SqSiYWSpP6NwPXdHDAYqWoQ3RwfAofU16idYtxy9kEGtK165sO6gSG9CG00jWchsMBS&p=9&fvj=1&vjs=3
262,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzj1SQWeEzPgQ8wns3qpImyoUqhmzO8qTNjj-utCkVg0eHvklBwn9p-DePjjFGMxbf5gD9gsJt92t9-hyNckHVwLCs70D4MKfAHojexJOP5ID7MJdT128eICKsZt2x4KxP3sVC9xEdkWMqXN1htbMRqi8YITix-IANsln1Xkmc-m9X1zWryZVYwXo8XcJ1NniiCxwza9rUfto55hyl1Xla8DOB9uGj20nUuYy9ifbsHY0aA-U9B5bIqSrJYc23pUruyJh88CdldONG6eetlC9SWWR3WD6gL7xsqwoxL34NR2YzoP1uxRDhHJUZ0sb7cjsz&p=9&fvj=1&vjs=3
271,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz0BA4ea-tt4ULKSb4svetA-JHMnP8koOGpTwifZWujp1f0ULGlxsKaGgbd6_S3txrB-FG0sWTPeDYCxMUs4yXlvfUaGuP3J2a_aVU2RkpgFGZMUzlQRWuqsI0BzEPATOd49bss1OR2b0foXHgHqYJpYLVQRZdDjU8swZAVFpkMTG1dUitrMK_M0Mt88EPdhuQZfNQne_yKHZI9cgLTm3SsxxwN9w694WLl4WYWc3fmE95LeGJHq6mTjGf5AwaqRvBj_8CcVIqaDF4ITK4v1NC-dBMxj1tpMwoEgSQAimWEAsdyugXvP6LZgnflR9Tu9EQ&p=7&fvj=1&vjs=3
282,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzQnTIjhyklVumVnMUGdm-Pp3tG61izBvogBrlaW7T_nBKD3W_Xgx14vBmXPO9_U5bWlAFa2Ze6m2vel66w3ejiHAewj77Q--6yA-_bnLNkHyB84YWgb77SFZXQ1x_FNgWTvsF1tLTB3EcOVU1CnGUa07Oe_tOI0tKMs8hzqFSiaX6mzfPsm2YFIylQUQ_3PfWcQgQrkcdhYsdoP2UgMdPlH9HylQDd-NJA_orxndlUkEHdzZxSdenk1p3gxRcSOlxjJV2jOzkdy55StlvO-XN7xzd4b1j-qWNQA-g0Pt2tf9-eEIGJTm127Tkzo7QSlDy&p=9&fvj=1&vjs=3
293,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz2vUXBnJrN6_54WB-y1pnYPXqK0EdVl95YHyxv5b8jVj3a2v07SmoGKoFn-bOZN_PWOGXwTdQTRQcEDJnoyorzN957YgoVkE6pwNs7pwDSxcweKzcwz-nIL6BFIirNnuLcKfYm5BC-ki0c2_35ayifrhrreGbQiHyIDKfHWWuNowronguCBUGSswP_Yy6FkX2rCrrgj77shPIu31Qr7SzlBS3ZHxRQPUNtJ01XJcXZIs2FeJ52xKD90kc-ReQB6gm2YFnsdUMwdawnBpaC2P0wzrD_caXkAAfugGvibCf-NjOT4M2dYbxe6Hqq1ezL-8K&p=9&fvj=1&vjs=3
304,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzgjoxolXb5-979L9ov_MZxvWjRGa2MdnTbmVDIvxQnGbtigD8Oaxsv4Q1Nq7sQmR77Fo8v6ETbbMdg768ZISfRCs61ru9KrlTQk8fMXLR4MTgQgPuwx1WwmFFQyIHKJ1xfPG1BvuhoQy3z4P5mvQkxLfraZOoADLqI_l7_lfg9qIkwH1USwEDRUinXm5foKN0ZOse8gFVyi52fGtvDgJEZx_zMNN1yIQirshqy4qYQaeBSGOIrz3EEB00jhBu4fItcrm5JQTrWXaQzPzLZ1h1gSpMf06rpYI2JIaaV64N8dyr5iihkGUtMHzTRV46OBr2&p=9&fvj=1&vjs=3
314,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzagDM8siFQDFu7IZ7OYBNWCGC_kcuiPdHaO7ApccgFlETeZqa5GPyglSXRXxe8oxaTkcLJTpahhm6o9WdMf8rg3_M88pfrK44N31fyepuA4sOCqz-ROJRjJ4fl8fFmGhkgsKRv7JDeHIQhvZGJH7osbbBeJTDY8dD8QanaXA5dU4MY5Kkodr7gcdixhxRcFZ4C1gG6qSG5jjo9mLqi8Ch7RMQW03D_Hjs0XI-cl6wdPEL6wNQaq2deHdnSLdOy404Xc40tft09Pu_xDsyKRtwV9u5JfxwSj0ezgthm_-Ht5gE2EqzubTbO5GbKeJDYiPH&p=8&fvj=1&vjs=3
325,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzGKzqopkizY9o8an46C7Hiqh51nnbk0lg-SUUKGa6SP23mwbOP1LUiWX1Ezbg46ykHeLRGaVuVaUzyFVnn7MspQCvOBhKWRO5eAxkBsbVm9om2Z2A_b2svuZOD7nmHPMBkE5SVh6E5l3ceoQBRC1Y2uGVCfR3ibrXGhiRf3KAiThXv8IMjR9b_cFNu5X8JC4s7NY_5CBSkuMHzp79ElpWpblIcVFyDz_E7jgMKnjWWfwMgPFamApG0GAsrOuyrzMzP8QiuR96fI_Agi0pikHN--LrUxK8r3pfZboN4XGNw8K7VKzzZaNcCyz76C1-vU2_&p=9&fvj=1&vjs=3
336,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzD5sCHhdVKlx7R6BnpAemjDYH0-rovHYgihIy4bP_NfRw857_G2xockSd2j0qc4IWuHwfxcs3g9pMp2qKngRUOsxPwMNDzl6rhxPswKAqdIDgFJZAsU5AOlQc5QvV8HgVMkKgg6glAnuU40rfZax37Bcw79GDcw1tNPXReNeUCiRp-4Wr5HPrcwVj9XdlQmJOZRAxiTmRfXRpoRo-vGH7qLMYiLBAAj_-TW2ERzbweRKdwVGCgj4K0Cx12_g8GpOdSFxuf2XA61HfRF-HJ0_srp9H77jnTIOE9XIhtHrSY3b6c-0jWjiNqip1FAt-DgcD&p=9&fvj=1&vjs=3
347,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz9puU4pq4qtngS1rSXQfD5gq08RYuT6fEXAuc68D5_NA6WlP9VueJElwt_qdUWnrmVLPxs9HLMlqcS4VzdBqJIwJgTTHSZKUSuqL313trT1E6TRD2Urv7ZFqdkdnCJ3Xi9rtFoeirlaMBWhuUJ3GMKtTjmqba4-mFkqKZ7D7tikNqvli3ms-oK_W0DSOysgu3VoBKtuuEt1Ey3-f52GtaRNJZpDB2a-IB1UdawJzosTvJ8CEd0UiomfdUxGWrekHJyooyluc8NxZCYQ-ZH4g1u_h9Ch00CfaIV9ahdmZdqzwVfOEPImMNo2UG9AEscWQZ&p=9&fvj=1&vjs=3
358,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzpgd1wnmOikVKgFRcieInPK9RlMjhBZXwWPHC7k3TihrDTqyPkE_QfZuwAqBJ1rmbm_PqyCPYQelkvD92i56kcQtSNCuGZsNryi4AIXcXgiO8KPlnJuDg6uLf004t_n_MD-H5ArEGhuKawEEAnVnbixtJ0aTlT0HaN09puKc8u0Zsr206-7YYCcO9MjVL4UYMKAbtGJZJ78fVneDJLGLdgnyVlg1qyjceXlF4jtux2al8TJL3KJ07Kn5SfvU3ux7XHAlNCFmxlMPChmLH0zQXJnqnLCtq7nYLBvAurLir8QmrY8cwcwQ0qeG7Oluq2V0z&p=9&fvj=1&vjs=3
360,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzSJ2T5HX7HjZgHoV_Dnb_2FVxQI36M_FVoBbmD13kOly_SbtrGyh2ha4p-TOlJPDihvQD7Yj9ZgYkr-ieEvIm_IehYYaYvlhuqxgxEOxS4hS_OWHr62hL_PGxmQxADQzGB5Ch75LBV4jfwDO26yV8Xpzj-CTmAxal-W1wzgL6W3Uh2ztUouwYZCcCD3hrgcqcEjkNaCXrJg2pd_Gweq1obinlnwuqIkVQpPJ_qGTRxbqZRNyZqiFjbkuAMSTYqdaW-OYV0UGwuzLPaLDO2Lzpg-9Z7fT2sg-6NFowZV_l1-4J3rkc32YHUw==&p=0&fvj=1&vjs=3
380,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz-e2GnS0u8TtEr8JRaKD-16Vh7VqORPJXHrZ0iWg4UqB9jJyU0b-Lgp-MSTIeAnRzH2ZXW7WE2fpOvWVcInuPCEFlpEKgSjdTnv_IOSenA6dEOwA-Nbeqr0DM9LOjiXUFFcTFDDePVBJyIpFWzYY_mUqfUowJQplI8uOvdDcUghAyNb16HD8wPCYCiEaS4AYN5_JZ6uGkbWlKe2XL8GGubQpdE-u9LcXhHtzYS1A_zKeXmOl4trn33alQ11J4b7KnaG-x3stl98G9v63vI_2H2p46RUY9VHMN4U8S7CNJbZff_4FlhHJ_ZhubTM_e992s&p=9&fvj=1&vjs=3
391,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz7fSCTvYGb69U0kR4lN7SO_WPWr_vgn9XcNF_xs4dA2tgdSnDmevSkroY_9Sv6ha-D4YK-tzSWsLstAknZlHSJn0217tEADvHrOfypmoxlLtb-K9a1a-qA51QJ4JXdfV_kaKjUuStMbO59ig8uT2MjUP_NoMYMyO32gdP3x6YgKxVWlm8uMa18tWkb5Ur3as2qT_MZ8lrvzf_U6zD-jHIPfSgTSPdrDeD1RxbU3GzZmwDBgnkshxnuJe5F54YZH9wnZ6ymfp7c4sAG1lAlHR5OvMoPx22qt46txa3m3OBh_h3W5vausgRZPP6dBw4YvhO&p=9&fvj=1&vjs=3
400,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzOt0bgkMt0TourSspaNL1jPcpFme_FNztD4W2dv7ILdayd7lD-1XpxZvc2gym0X9OAQrkUrvohu31Q1YEycWEmTFA6nXFp8SYGzolSqSdMKyh0ra8wGA0mFCkJm-Ht62VUdXHQ12kf-mUTmzxapzT6ou195Q9Z-bMAO93pmW429pOzkQBzYIPq_QqdHzTCt1Ky5cE975yKF94Q83qY1jR_QE9iBdyybS-i1MhH8WeS78f601-eW-UDVKHEJJIQduxpkT4hG8v8YF8reOvz0xw2IDOQX-R6nwlUE5eLfKsvogjvYJn-QN2EKf66lelQyMl&p=7&fvj=1&vjs=3
411,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzNM34UhtM7UTENrsSt1jE96ZILIgrQ_saOApy5pE-FVt13HkyeqKlEe_s6FpDFEdxOW7ElnO0Kr3zfAfaTKlkXdknZMhYzoPEvuVgjJw0rbpLZW2a_HSisyVyf9skgEItmlPNgZdZfpzsY8qDTyAM1WpoFMKJAAJD6kLwJhnxIRcOu8oDQmkjFb1_r5_8Uny7OAAYGJY7o9R3QZ68ktCbkkcE9AhQ2_dDMNqMIZ0hVo9jUrKQRuAezG2gFhyjUVzpDKtc6AzQ6RqPXOUYAM6pIiiFdzJz0pSqyH5Z9GIXLbTRnckalWY-aKygDLMqrK56&p=9&fvj=1&vjs=3
422,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCz0naOLWa35cY7_YSnOkY2ESWw-j4CWViFHVAT9lancnA07lv-bweKzeWYK-DsUjn0ByhgHMhwgU-visttAEsdFU6pjTqz4NPxTb8s1tNtsqyfdx5VwE9LKx2TfOGKqz-OniTH_h6_pCUBio_bKHjuBxiE6tdPXD9WhitJ0hBOMbcd_raF5e6GGRPfXGGNzf4UA63J2MM59MxOO4K-YP8mRlkDZySFGeu51UEp3BFtaebspSqsIn_xGZYCGtidtleL4Le7Zl88OP83svL8apqBBx0cWP1xXWbx2x4uBf9RLZ-rIZft_tluPNkOACUp9Ipw&p=9&fvj=1&vjs=3
433,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzhLdq0uedw00b5BD7pjt0L3_hcMBx-3RzafLan814V_UTXP4w8UrYYZRwSxSxOLBmtmkV1ZJDL2EPmz2GhjCUDZlOgcDZVYdlMn7DAvDNk-bGoDLop5Vvtco7Dtey5QdLKPGPTzsPVJtZTKd_U01BEujJLPKc0kNB8kXLDEv3j-VCqdNOOrjrR7fI6GXn4zNWrl4l8B8XASbdvO2ydXzxB4Tt1K1xA3TnwVcECrk7CPsRirqnPLcb7HnpDiEcKC0KlG42TwSbQpR-la7WvZr4WZ37TuiVR4_iwHpuiVgQ4LwhhnfU03ls5UFB9XUboBtw&p=9&fvj=1&vjs=3
444,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzl5rSoBjI8qBlfdFFABo0PiCJhXt_VHAqqTMCutvhju21m9O3rGxYVCYFal1RyFpClikqmHWYH9_IMO4a1XR5Qow2PPjsQLVij-xqTvFsEFbA82v3mQ-0UQTBw7ClSow_m96jzCDdHMDDydBz-tnT8m4lzf9BlaN_cXAJHiBO7xnDppRCd1ssrUVCAoBcEkASOFTOn5oiQs86arDRltmwKEY03ci5hfwqieWkTcgfShj53HiQRMPk1tZxog3rmwsBAxX_HSoZ0r6EkM1EqQNUERJ8qGcumv_vN75L4Q1BjDusyWEu0eCSPi0fSuq63r4V&p=9&fvj=1&vjs=3
